"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-079/examples/StoredXss.js","4","1","4","9"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-079/examples/StoredXssGood.js","5","1","5","9"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-089/examples/NoSqlInjection.js","8","13","8","21"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-089/examples/SqlInjection.js","1","13","1","32"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-089/examples/SqlInjectionFix.js","1","13","1","32"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-089/examples/SqlInjectionFix2.js","1","13","1","32"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-094/examples/ServerSideTemplateInjection.js","3","13","3","21"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-094/examples/ServerSideTemplateInjectionSafe.js","3","13","3","21"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-1004/examples/ClientExposedCookieBad.js","3","16","7","2"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-1004/examples/ClientExposedCookieGood.js","3","16","7","2"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-116/examples/IncompleteHtmlAttributeSanitization.js","1","11","1","30"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-116/examples/IncompleteHtmlAttributeSanitizationGood.js","1","11","1","30"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-117/examples/logInjectionBad.js","4","16","8","2"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-117/examples/logInjectionGood.js","4","16","11","2"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-1275/examples/SameSiteCookieBad.js","3","16","7","2"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-1275/examples/SameSiteCookieGood.js","3","16","7","2"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-134/examples/TaintedFormatStringBad.js","1","13","1","32"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-134/examples/TaintedFormatStringGood.js","1","13","1","32"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-178/examples/CaseSensitiveMiddlewarePath.js","1","13","1","32"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-178/examples/CaseSensitiveMiddlewarePathGood.js","1","13","1","32"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-200/examples/PrivateFileExposure.js","4","11","4","19"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-200/examples/PrivateFileExposureFixed.js","4","11","4","19"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-209/examples/StackTraceExposureBad.js","3","1","18","2"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-209/examples/StackTraceExposureGood.js","3","1","19","2"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-312/examples/CleartextStorage.js","3","11","3","19"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-312/examples/CleartextStorageGood.js","10","11","10","19"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-346/examples/CorsMisconfigurationForCredentials.js","4","14","4","45"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-346/examples/CorsMisconfigurationForCredentials_fixed.js","4","14","4","45"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-352/examples/MissingCsrfMiddlewareBad.js","1","13","1","32"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-352/examples/MissingCsrfMiddlewareGood.js","1","13","1","32"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-384/examples/SessionFixation.js","4","13","4","21"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-384/examples/SessionFixationFixed.js","4","13","4","21"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-400/examples/DeepObjectResourceExhaustion.js","7","11","7","19"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-400/examples/DeepObjectResourceExhaustion_fixed.js","7","11","7","19"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-400/examples/RemotePropertyInjection.js","3","11","3","19"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-400/examples/RemotePropertyInjection_fixed.js","3","11","3","19"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-451/examples/missing-X-Frame-Options.js","2","11","2","19"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-502/examples/UnsafeDeserializationBad.js","1","13","1","32"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-502/examples/UnsafeDeserializationGood.js","1","13","1","32"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-598/examples/SensitiveGet.js","2","13","2","21"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-601/examples/ServerSideUrlRedirect.js","1","13","1","32"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-601/examples/ServerSideUrlRedirectGood.js","1","13","1","32"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-601/examples/ServerSideUrlRedirectGood2.js","1","13","1","32"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-611/examples/Xxe.js","1","13","1","32"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-611/examples/XxeGood.js","1","13","1","32"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-614/examples/ClearTextCookieBad.js","3","16","7","2"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-614/examples/ClearTextCookieGood.js","3","16","7","2"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-640/examples/HostHeaderPoisoningInEmailGeneration.js","5","11","5","19"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-640/examples/HostHeaderPoisoningInEmailGenerationGood.js","5","11","5","19"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-643/examples/XpathInjectionBad.js","3","13","3","21"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-643/examples/XpathInjectionGood.js","3","13","3","21"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-730/examples/RegExpInjection.js","2","11","2","19"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-730/examples/RegExpInjectionGood.js","3","11","3","19"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-730/examples/server-crash.BAD.js","11","1","11","9"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-754/examples/UnvalidatedDynamicMethodCall.js","2","11","2","19"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-754/examples/UnvalidatedDynamicMethodCallGood.js","2","11","2","19"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-754/examples/UnvalidatedDynamicMethodCallGood2.js","2","11","2","19"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-770/examples/MissingRateLimiting.js","2","11","2","19"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-770/examples/MissingRateLimitingGood.js","2","11","2","19"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-770/examples/ResourceExhaustion_array.js","4","14","10","2"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-770/examples/ResourceExhaustion_array_fixed.js","4","14","16","2"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-770/examples/ResourceExhaustion_buffer.js","4","14","10","2"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-770/examples/ResourceExhaustion_buffer_fixed.js","4","14","16","2"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-770/examples/ResourceExhaustion_timeout.js","4","14","9","2"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-770/examples/ResourceExhaustion_timeout_fixed.js","4","14","15","2"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-776/examples/XmlBomb.js","1","13","1","32"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-776/examples/XmlBombGood.js","1","13","1","32"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-807/examples/bypass.js","2","11","2","19"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-807/examples/bypass_fixed.js","2","11","2","19"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-834/examples/LoopBoundInjection.js","2","11","2","19"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-834/examples/LoopBoundInjection_fixed.js","2","11","2","19"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-843/examples/TypeConfusionThroughParameterTampering.js","1","11","1","30"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-843/examples/TypeConfusionThroughParameterTampering_fixed.js","1","11","1","30"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-915/examples/PrototypePollutingAssignment.js","2","11","2","19"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-915/examples/PrototypePollutingAssignmentFixed.js","2","11","2","19"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-915/examples/PrototypePollutingAssignmentFixed2.js","2","11","2","19"
"Missing X-Frame-Options HTTP header","If the 'X-Frame-Options' setting is not provided, a malicious user may be able to overlay their own UI on top of the site by using an iframe.","error","This server never sets the 'X-Frame-Options' HTTP header.","/VulnFinder-CodeQL-main/src/javascript-cwe/CWE-918/examples/RequestForgeryBad.js","3","16","11","2"
